Date,Open,High,Low,Close,Adj Close,Volume
2022-10-21,536.000000,540.000000,532.450012,537.950012,530.317749,1238126
2022-10-24,540.349976,541.000000,534.500000,536.849976,529.233276,164839
2022-10-25,536.000000,538.000000,530.750000,532.150024,524.600037,1231137
2022-10-27,541.500000,551.299988,536.000000,549.049988,541.260193,5098267
2022-10-28,552.500000,554.250000,546.250000,551.049988,543.231750,2012341
2022-10-31,553.349976,558.500000,550.200012,554.700012,546.830078,1517302
2022-11-01,556.900024,565.000000,554.849976,563.799988,555.800903,1354247
2022-11-02,565.950012,566.400024,558.500000,562.250000,554.272888,936356
2022-11-03,562.250000,562.599976,554.500000,555.900024,550.460632,807402
2022-11-04,557.400024,560.400024,554.150024,557.500000,552.044922,620438
2022-11-07,557.500000,563.250000,547.650024,553.599976,548.183105,1295002
2022-11-09,555.000000,560.349976,549.000000,554.150024,548.727722,883098
2022-11-10,551.000000,555.849976,548.000000,553.900024,548.480164,927378
2022-11-11,556.700012,559.500000,550.200012,553.099976,547.687988,1331351
2022-11-14,555.450012,568.000000,550.299988,553.200012,547.787048,2173335
2022-11-15,555.200012,556.000000,542.000000,550.750000,545.361023,1939642
2022-11-16,549.049988,551.000000,544.200012,550.049988,544.667847,2344384
2022-11-17,548.250000,553.799988,545.650024,551.900024,546.499756,2201076
2022-11-18,551.900024,551.950012,543.000000,548.500000,543.132996,1143913
2022-11-21,547.450012,551.950012,544.200012,550.799988,545.410461,1022010
2022-11-22,548.450012,548.900024,540.549988,546.450012,541.103088,1710541
2022-11-23,546.099976,552.500000,544.000000,551.400024,546.004639,1450395
2022-11-24,553.000000,557.000000,550.500000,553.599976,548.183105,1285517
2022-11-25,555.000000,557.500000,547.700012,556.549988,551.104248,815285
2022-11-28,556.549988,562.900024,555.599976,558.599976,553.134155,1384789
2022-11-29,559.849976,598.299988,558.099976,593.099976,587.296570,11072058
2022-11-30,595.450012,598.900024,585.700012,588.349976,582.593079,6800183
2022-12-01,589.500000,591.599976,586.099976,586.799988,581.058228,2181957
2022-12-02,584.900024,592.950012,576.500000,591.150024,585.365662,3556471
2022-12-05,591.000000,592.500000,582.849976,587.099976,581.355347,3137533
2022-12-06,585.900024,594.049988,582.150024,592.599976,586.801453,1040850
2022-12-07,601.000000,610.750000,598.349976,602.250000,596.357056,6182504
2022-12-08,605.500000,607.000000,598.799988,604.400024,598.486084,1825451
2022-12-09,606.799988,609.549988,594.000000,598.750000,592.891296,1253564
2022-12-12,600.000000,603.799988,590.299988,602.450012,596.555115,1989220
2022-12-13,603.200012,604.849976,593.000000,594.200012,588.385803,1713097
2022-12-14,596.000000,598.150024,585.349976,587.099976,581.355347,1470878
2022-12-15,585.650024,590.000000,582.299988,586.900024,581.157288,993549
2022-12-16,585.000000,587.950012,579.000000,579.750000,574.077271,1749583
2022-12-19,578.000000,589.799988,574.049988,589.049988,583.286194,2060993
2022-12-20,576.099976,582.400024,569.549988,579.500000,573.829712,8300358
2022-12-21,582.349976,586.599976,574.650024,577.250000,571.601685,2308329
2022-12-22,577.400024,583.099976,574.450012,577.750000,572.096802,818353
2022-12-23,572.299988,575.500000,562.950012,565.849976,560.313232,1890316
2022-12-26,560.250000,567.549988,557.250000,566.099976,560.560791,2149944
2022-12-27,568.000000,577.299988,566.150024,573.500000,567.888367,756651
2022-12-28,575.000000,575.000000,568.000000,569.150024,563.580994,1041815
2022-12-29,568.500000,569.950012,559.750000,560.950012,555.461182,1761390
2022-12-30,563.500000,568.250000,560.099976,561.450012,555.956299,699061
2023-01-02,561.450012,563.450012,558.099976,561.549988,556.055298,564453
2023-01-03,564.299988,568.349976,557.250000,560.849976,555.362183,904153
2023-01-04,562.500000,564.500000,557.799988,559.849976,554.371948,1223101
2023-01-05,561.099976,574.150024,561.000000,572.750000,567.145691,2641778
2023-01-06,573.150024,573.950012,548.500000,552.849976,547.440430,2789534
2023-01-09,556.000000,556.000000,545.700012,549.549988,544.172729,3024289
2023-01-10,550.200012,555.200012,547.500000,554.599976,549.173279,1156889
2023-01-11,554.599976,555.200012,545.099976,548.349976,542.984436,1862522
2023-01-12,547.799988,549.299988,541.900024,544.950012,539.617737,1973109
2023-01-13,545.500000,549.900024,538.549988,543.700012,538.380005,3143762
2023-01-16,545.200012,553.799988,543.049988,553.049988,547.638489,1120373
2023-01-17,553.049988,559.250000,550.049988,556.549988,551.104248,1228285
2023-01-18,556.450012,559.950012,554.000000,557.599976,552.143982,676706
2023-01-19,556.500000,560.799988,551.799988,554.950012,549.519897,1182667
2023-01-20,554.049988,568.500000,551.099976,566.000000,560.461792,2511076
2023-01-23,568.000000,568.000000,560.599976,564.400024,558.877441,704349
2023-01-24,565.650024,569.500000,561.250000,566.950012,561.402527,611251
2023-01-25,565.650024,567.450012,560.650024,563.299988,557.788147,854326
2023-01-27,564.349976,567.500000,556.250000,562.049988,556.550415,1373950
2023-01-30,563.000000,563.700012,551.650024,558.049988,552.589600,2094290
2023-01-31,559.400024,559.700012,553.450012,557.750000,552.292480,2302382
2023-02-01,560.000000,568.750000,553.599976,561.950012,556.451416,2239694
2023-02-02,557.500000,560.950012,546.500000,554.450012,549.024780,1698846
2023-02-03,562.000000,562.049988,528.250000,533.700012,528.477844,4206140
2023-02-06,533.700012,546.450012,530.250000,544.700012,539.370178,2259398
2023-02-07,544.450012,545.900024,533.000000,535.650024,530.408813,2293797
2023-02-08,535.650024,537.000000,529.200012,533.950012,528.725403,1629050
2023-02-09,533.950012,536.650024,530.650024,533.250000,528.032227,1095213
2023-02-10,533.250000,533.950012,530.299988,532.400024,527.190552,913857
2023-02-13,532.000000,535.500000,529.000000,534.450012,529.220520,1379183
2023-02-14,535.000000,538.349976,529.549988,530.000000,524.814026,1728878
2023-02-15,529.799988,536.500000,524.000000,534.849976,529.616516,1530576
2023-02-16,535.849976,538.950012,533.000000,535.599976,530.359192,1400865
2023-02-17,533.900024,536.650024,530.500000,534.500000,529.270020,1510520
2023-02-20,534.950012,536.250000,529.650024,535.000000,529.765076,1462577
2023-02-21,536.299988,537.900024,532.650024,535.150024,529.913696,2460231
2023-02-22,535.500000,535.500000,529.599976,533.200012,527.982727,922754
2023-02-23,531.000000,543.099976,530.049988,539.750000,534.468628,2803998
2023-02-24,540.900024,541.250000,534.000000,534.900024,529.666138,1375098
2023-02-27,534.000000,534.049988,523.299988,526.200012,521.051270,1746670
2023-02-28,526.500000,535.000000,522.250000,532.599976,527.388611,2330523
2023-03-01,535.799988,536.450012,526.000000,527.250000,522.090942,1767693
2023-03-02,528.900024,530.799988,525.450012,530.099976,524.913025,1215381
2023-03-03,531.549988,536.750000,529.900024,534.799988,529.567017,970153
2023-03-06,536.099976,539.099976,533.099976,537.000000,531.745544,1070128
2023-03-08,537.450012,537.450012,530.250000,531.849976,526.645935,1455390
2023-03-09,531.000000,533.150024,526.000000,526.650024,521.496826,1585845
2023-03-10,525.000000,531.000000,524.049988,529.950012,524.764526,909401
2023-03-13,527.500000,529.849976,520.000000,523.549988,518.427124,1409053
2023-03-14,522.650024,528.549988,522.099976,526.500000,521.348328,838398
2023-03-15,526.250000,529.099976,518.599976,521.849976,516.743713,3297110
2023-03-16,520.500000,537.750000,520.500000,534.500000,529.270020,2094724
2023-03-17,536.099976,539.250000,532.349976,536.150024,530.903931,1400977
2023-03-20,532.000000,537.900024,529.000000,537.099976,531.844543,870716
2023-03-21,537.950012,539.849976,531.150024,532.299988,527.091492,1645563
2023-03-22,532.150024,542.000000,531.200012,540.150024,534.864746,784791
2023-03-23,540.950012,544.450012,536.599976,539.400024,534.122070,1927951
2023-03-24,536.200012,540.000000,535.000000,536.400024,531.151489,639799
2023-03-27,534.200012,546.000000,534.200012,541.450012,536.151978,1319154
2023-03-28,539.000000,542.750000,532.000000,533.799988,528.576843,1173081
2023-03-29,533.000000,537.500000,529.200012,535.650024,530.408813,1804819
2023-03-31,536.950012,548.000000,536.950012,544.900024,539.568237,1361128
2023-04-03,547.500000,549.950012,543.049988,547.599976,542.241821,2436530
2023-04-05,555.000000,555.049988,541.849976,548.049988,542.687378,1737173
2023-04-06,547.799988,548.049988,525.000000,525.900024,520.754150,3766812
2023-04-10,527.900024,528.000000,521.200012,523.200012,518.080627,1618940
2023-04-11,523.700012,526.650024,519.700012,521.849976,516.743713,3509174
2023-04-12,522.000000,522.000000,515.450012,517.650024,512.584900,2122535
2023-04-13,519.000000,527.799988,514.200012,527.150024,521.991943,8617033
2023-04-17,529.950012,529.950012,521.549988,524.099976,518.971741,1555572
2023-04-18,524.650024,524.849976,519.250000,520.900024,515.803101,2893384
2023-04-19,520.000000,520.700012,517.450012,520.049988,514.961365,1138035
2023-04-20,520.049988,526.250000,518.799988,525.299988,520.160034,2688238
2023-04-21,525.400024,528.349976,523.700012,525.150024,520.011475,1242615
2023-04-24,526.400024,527.500000,520.750000,524.849976,519.714417,2399145
2023-04-25,522.500000,528.700012,520.200012,526.400024,521.249268,965836
2023-04-26,526.200012,534.950012,526.000000,533.650024,528.428345,2552760
2023-04-27,534.650024,534.849976,528.049988,530.400024,525.210144,1298338
2023-04-28,531.000000,534.750000,528.750000,532.900024,527.685669,2032847
2023-05-02,535.000000,537.150024,532.049988,536.450012,531.200928,1099379
2023-05-03,538.900024,541.500000,535.950012,537.950012,532.686279,2882258
2023-05-04,539.400024,540.849976,528.200012,530.400024,525.210144,4124229
2023-05-05,517.500000,527.000000,503.649994,505.000000,500.058655,6512813
2023-05-08,508.000000,515.000000,506.049988,513.900024,508.871613,2707182
2023-05-09,515.849976,518.650024,514.549988,517.900024,512.832458,1447224
2023-05-10,518.950012,518.950012,509.100006,514.299988,509.267639,2751302
2023-05-11,514.599976,521.000000,512.450012,520.200012,515.109924,1959951
2023-05-12,520.900024,522.400024,517.150024,518.349976,513.278015,1542764
2023-05-15,518.000000,533.950012,513.650024,533.049988,527.834167,3666778
2023-05-16,535.000000,535.849976,530.000000,530.750000,525.556641,1530503
2023-05-17,530.000000,530.400024,519.599976,523.950012,518.823242,2511945
2023-05-18,527.450012,527.450012,522.000000,523.450012,518.328125,1579098
2023-05-19,525.849976,525.900024,517.000000,519.099976,514.020691,1402249
2023-05-22,518.900024,525.200012,515.400024,522.250000,517.139893,1305271
2023-05-23,523.000000,526.500000,520.000000,525.750000,520.605652,1500934
2023-05-24,526.799988,528.500000,522.250000,526.700012,521.546387,2304274
2023-05-25,526.700012,533.549988,525.549988,530.150024,524.962585,2297300
2023-05-26,529.549988,543.700012,528.500000,542.099976,536.795593,2184804
2023-05-29,545.950012,550.000000,542.400024,548.349976,542.984436,2215580
2023-05-30,550.000000,552.900024,546.700012,549.900024,544.519348,2023557
2023-05-31,548.500000,558.000000,546.049988,555.400024,549.965515,4905059
2023-06-01,555.450012,563.900024,553.250000,556.900024,551.450867,1385234
2023-06-02,557.500000,560.000000,555.849976,557.200012,551.747864,1166828
2023-06-05,558.549988,563.000000,551.549988,552.250000,546.846313,1570130
2023-06-06,553.549988,554.349976,541.549988,547.500000,542.142761,2685928
2023-06-07,548.950012,558.200012,546.200012,556.500000,551.054688,2718117
2023-06-08,559.000000,560.000000,551.299988,552.099976,546.697754,1650679
2023-06-09,555.650024,556.500000,546.599976,549.950012,544.568848,2146305
2023-06-12,549.000000,555.700012,546.650024,553.599976,548.183105,1007065
2023-06-13,553.599976,562.900024,551.299988,560.450012,554.966125,2644392
2023-06-14,561.000000,563.500000,557.750000,562.349976,556.847473,1577846
2023-06-15,562.349976,570.500000,561.549988,569.049988,563.481934,2246105
2023-06-16,573.000000,573.000000,565.250000,570.900024,565.313843,2022971
2023-06-19,571.099976,573.000000,566.650024,569.150024,563.580994,1114637
2023-06-20,567.349976,572.900024,563.099976,572.099976,566.502075,1068183
2023-06-21,572.000000,575.500000,564.799988,567.099976,561.550964,1632121
2023-06-22,567.099976,569.049988,560.049988,562.650024,557.144592,1815315
2023-06-23,560.000000,565.750000,556.000000,563.349976,557.837646,1536193
2023-06-26,560.150024,570.000000,560.150024,569.549988,563.977051,825926
2023-06-27,569.000000,571.700012,564.049988,570.599976,565.016785,1900084
2023-06-28,571.000000,575.900024,568.700012,574.099976,568.482544,2195767
2023-06-30,573.000000,578.000000,569.299988,572.950012,567.343811,1993618
2023-07-03,574.950012,583.849976,573.099976,582.250000,576.552795,1375594
2023-07-04,584.000000,586.099976,577.400024,579.650024,573.978210,730709
2023-07-05,579.200012,595.849976,576.599976,592.450012,586.653015,1607408
2023-07-06,592.450012,597.099976,586.799988,591.950012,586.157898,1116191
2023-07-07,596.000000,596.250000,570.650024,572.200012,566.601135,3008774
2023-07-10,572.250000,576.150024,566.000000,572.700012,567.096252,1999303
2023-07-11,575.750000,582.400024,573.000000,581.650024,575.958679,1212325
2023-07-12,583.950012,585.849976,578.849976,583.400024,577.691528,1388783
2023-07-13,584.000000,585.700012,576.500000,577.700012,572.047302,793507
2023-07-14,577.650024,588.000000,576.799988,586.500000,580.761169,1133717
2023-07-17,588.650024,594.750000,580.900024,582.250000,576.552795,1721733
2023-07-18,582.200012,582.200012,573.049988,577.000000,571.354126,1492660
2023-07-19,577.000000,581.049988,573.650024,574.549988,568.928101,607767
2023-07-20,574.549988,580.000000,570.049988,578.500000,572.839478,1538931
2023-07-21,572.000000,577.250000,564.049988,565.200012,562.293945,3010552
2023-07-24,565.200012,571.950012,559.250000,565.299988,562.393433,2410138
2023-07-25,566.950012,569.599976,563.099976,568.349976,565.427734,594176
2023-07-26,570.450012,576.049988,568.200012,575.000000,572.043579,1273253
2023-07-27,576.799988,578.950012,572.000000,573.799988,570.849731,2005022
2023-07-28,572.250000,582.849976,570.000000,581.700012,578.709106,1812535
2023-07-31,575.000000,579.950012,572.599976,575.599976,572.640442,1156926
2023-08-01,575.799988,578.299988,567.500000,568.750000,565.825684,1334010
2023-08-02,568.099976,568.900024,561.750000,565.650024,562.741699,1868482
2023-08-03,556.750000,562.000000,545.650024,555.049988,552.196106,5441318
2023-08-04,564.000000,593.750000,563.799988,569.700012,566.770813,7508691
2023-08-07,566.049988,567.799988,558.099976,565.299988,562.393433,1988682
2023-08-08,564.900024,567.099976,558.549988,562.400024,559.508362,1956590
2023-08-09,562.299988,572.950012,561.000000,572.150024,569.208252,1130663
2023-08-10,572.450012,579.450012,569.000000,571.549988,568.611267,1310628
2023-08-11,571.500000,571.750000,562.000000,563.150024,560.254517,1198557
2023-08-14,563.000000,567.750000,556.000000,564.849976,561.945740,1300882
2023-08-16,562.099976,566.349976,559.500000,565.349976,562.443176,641032
2023-08-17,563.750000,565.349976,556.400024,561.200012,558.314514,2172788
2023-08-18,560.900024,567.950012,558.299988,565.500000,562.592407,1108955
2023-08-21,563.500000,568.549988,562.049988,567.750000,564.830872,1138890
2023-08-22,566.000000,577.950012,565.250000,574.750000,571.794861,1750504
2023-08-23,575.650024,575.799988,565.750000,567.299988,564.383179,1933561
2023-08-24,570.950012,570.950012,564.049988,564.900024,561.995544,740364
2023-08-25,561.250000,568.650024,557.049988,558.049988,555.180725,2083408
2023-08-28,558.150024,559.849976,551.700012,554.150024,551.300781,1481763
2023-08-29,553.549988,553.900024,546.099976,550.150024,547.321350,2642866
2023-08-30,553.950012,555.849976,552.000000,554.900024,552.046936,845829
2023-08-31,554.900024,557.450012,546.500000,553.099976,550.256165,4736298
2023-09-01,551.500000,555.950012,550.400024,553.349976,550.504883,924117
2023-09-04,554.150024,560.000000,551.049988,557.900024,555.031494,944485
2023-09-05,560.000000,562.900024,558.000000,559.849976,556.971436,992447
2023-09-06,559.750000,563.000000,558.700012,561.549988,558.662720,635877
2023-09-07,561.549988,568.750000,561.549988,566.000000,563.089844,1352944
2023-09-08,566.000000,568.900024,563.549988,567.099976,564.184143,695069
2023-09-11,567.250000,571.250000,566.950012,569.700012,566.770813,690033
2023-09-12,571.000000,572.950012,561.650024,565.700012,562.791382,1086960
2023-09-13,563.599976,566.700012,560.200012,565.500000,562.592407,1206619
2023-09-14,564.099976,569.400024,563.150024,567.450012,564.532410,998731
2023-09-15,568.049988,569.200012,560.500000,565.500000,562.592407,2463912
2023-09-18,571.000000,576.599976,563.250000,565.650024,562.741699,1469701
2023-09-20,565.000000,565.400024,554.250000,561.150024,558.264832,2487342
2023-09-21,559.750000,561.400024,553.549988,560.150024,557.269958,2150267
2023-09-22,559.450012,564.900024,557.549988,561.299988,558.414001,956641
2023-09-25,561.299988,563.000000,552.799988,554.299988,551.450012,1426546
2023-09-26,554.250000,557.950012,553.049988,555.450012,552.594116,1290222
2023-09-27,555.049988,562.049988,553.700012,561.000000,558.115540,1375349
2023-09-28,561.000000,561.849976,545.549988,547.250000,544.436279,2182058
2023-09-29,548.900024,552.900024,546.750000,551.599976,548.763855,838408
2023-10-03,555.200012,555.500000,546.099976,553.599976,550.753601,1924677
2023-10-04,552.000000,557.200012,550.599976,555.349976,552.494568,1096308
2023-10-05,555.349976,558.000000,547.450012,550.750000,547.918274,1509964
2023-10-06,551.000000,551.900024,545.799988,547.150024,544.336792,1061490
2023-10-09,543.150024,545.200012,540.099976,541.750000,538.964539,1076708
2023-10-10,544.950012,545.400024,541.750000,543.849976,541.053711,814992
2023-10-11,544.450012,546.700012,543.099976,543.750000,540.954224,1039964
2023-10-12,545.450012,546.200012,538.799988,541.000000,538.218384,903301
2023-10-13,541.900024,542.450012,536.500000,538.849976,536.079407,1607850
2023-10-16,538.000000,538.950012,534.549988,536.950012,534.189209,1807237
2023-10-17,537.099976,543.000000,536.000000,540.250000,537.472229,2040439
2023-10-18,538.150024,540.799988,533.349976,534.000000,531.254395,1251181
2023-10-19,525.000000,528.349976,520.500000,525.650024,522.947327,4093512
2023-10-20,523.000000,526.250000,516.000000,524.799988,522.101685,7600488
2023-10-23,524.799988,526.000000,518.650024,521.349976,518.669373,1535943
2023-10-25,517.299988,525.000000,516.299988,517.900024,515.237183,2014418
2023-10-26,517.900024,517.900024,504.100006,508.450012,505.835754,2400780
2023-10-27,510.899994,525.849976,509.049988,524.549988,521.852966,2125985
2023-10-30,524.500000,524.700012,521.700012,523.450012,520.758606,1711768
2023-10-31,524.599976,531.049988,522.250000,528.900024,526.180603,1687120
2023-11-01,530.500000,532.000000,516.200012,517.099976,514.441223,2712123
2023-11-02,519.750000,533.500000,517.349976,530.400024,527.672913,1919439
2023-11-03,534.099976,537.849976,531.400024,535.500000,532.746643,1337219
2023-11-06,536.900024,539.549988,533.349976,537.950012,535.184082,478913
2023-11-07,539.000000,539.900024,532.849976,536.099976,533.343567,823342
2023-11-08,538.700012,539.799988,533.400024,539.250000,536.477356,776461
2023-11-09,540.000000,540.000000,533.000000,534.849976,532.099976,1366713
2023-11-10,532.650024,535.000000,526.700012,533.349976,533.349976,1361649
2023-11-13,535.500000,535.799988,525.950012,530.099976,530.099976,979880
2023-11-15,523.049988,527.500000,516.700012,526.000000,526.000000,3398705
2023-11-16,532.250000,535.400024,526.200012,534.900024,534.900024,1612231
2023-11-17,535.799988,542.599976,531.650024,540.700012,540.700012,1512369
2023-11-20,540.700012,545.450012,537.200012,543.200012,543.200012,1910044
2023-11-21,545.650024,545.650024,539.250000,540.849976,540.849976,1379849
2023-11-22,540.700012,541.950012,537.549988,541.000000,541.000000,680568
2023-11-23,541.000000,542.000000,535.250000,540.349976,540.349976,800753
2023-11-24,542.000000,542.099976,536.000000,537.349976,537.349976,440877
2023-11-28,536.500000,537.349976,531.049988,533.799988,533.799988,2251292
2023-11-29,533.799988,536.049988,532.000000,534.599976,534.599976,1815670
2023-11-30,534.599976,540.400024,533.000000,538.049988,538.049988,3167951
2023-12-01,540.000000,544.400024,537.700012,541.150024,541.150024,1584387
2023-12-04,544.900024,548.900024,541.700012,547.000000,547.000000,2125643
2023-12-05,548.950012,552.500000,546.799988,552.000000,552.000000,1748869
2023-12-06,554.750000,554.900024,549.299988,550.049988,550.049988,1028497
2023-12-07,550.049988,550.950012,537.450012,545.799988,545.799988,1150700
2023-12-08,548.900024,556.250000,545.799988,547.500000,547.500000,2453675
2023-12-11,548.000000,551.349976,545.049988,550.500000,550.500000,1278433
2023-12-12,550.500000,553.599976,546.700012,549.000000,549.000000,1418773
2023-12-13,547.549988,549.349976,543.099976,547.549988,547.549988,1628806
2023-12-14,548.700012,549.700012,544.599976,547.450012,547.450012,2078199
2023-12-15,547.950012,548.000000,537.250000,539.700012,539.700012,2655593
2023-12-18,539.700012,543.049988,537.299988,540.500000,540.500000,2700975
2023-12-19,541.450012,551.500000,539.700012,548.200012,548.200012,2155547
2023-12-20,550.000000,551.400024,532.299988,534.950012,534.950012,3685894
2023-12-21,533.250000,534.000000,527.049988,530.250000,530.250000,6150231
2023-12-22,531.950012,532.650024,526.500000,529.299988,529.299988,3869597
2023-12-26,530.000000,534.799988,529.000000,530.599976,530.599976,1655240
2023-12-27,531.000000,536.049988,530.049988,534.349976,534.349976,3308899
2023-12-28,534.549988,545.750000,534.349976,543.099976,543.099976,3512802
2023-12-29,544.750000,560.000000,543.650024,557.200012,557.200012,4120332
2024-01-01,560.000000,563.000000,555.000000,557.450012,557.450012,1417550
2024-01-02,559.450012,562.349976,551.349976,556.849976,556.849976,1201767
2024-01-03,557.000000,562.700012,546.599976,551.099976,551.099976,2733401
2024-01-04,554.650024,567.299988,550.900024,566.250000,566.250000,3064476
2024-01-05,571.000000,571.650024,564.500000,569.049988,569.049988,2834989
2024-01-08,572.500000,572.500000,551.000000,553.250000,553.250000,2152367
2024-01-09,555.000000,556.000000,546.200012,547.849976,547.849976,2107464
2024-01-10,548.849976,551.400024,542.299988,547.349976,547.349976,1758621
2024-01-11,549.599976,556.000000,548.450012,552.000000,552.000000,2089001
2024-01-12,552.000000,552.950012,548.000000,549.700012,549.700012,1029614
2024-01-15,551.000000,557.500000,548.250000,554.150024,554.150024,1524201
2024-01-16,556.150024,561.900024,552.950012,558.799988,558.799988,2027207
2024-01-17,557.849976,557.849976,546.099976,549.450012,549.450012,2075918
2024-01-18,546.200012,549.950012,535.349976,539.450012,539.450012,1520695
2024-01-19,543.250000,543.950012,539.549988,542.299988,542.299988,1965102
2024-01-23,544.400024,544.400024,522.599976,524.799988,524.799988,2256565
2024-01-24,525.750000,537.400024,522.200012,536.599976,536.599976,914551
2024-01-25,536.599976,537.549988,529.049988,531.599976,531.599976,924085
2024-01-29,515.000000,535.950012,515.000000,534.250000,534.250000,1316110
2024-01-30,534.250000,537.700012,533.250000,535.950012,535.950012,1603876
2024-01-31,535.950012,545.599976,534.000000,539.599976,539.599976,3475918
2024-02-01,547.000000,575.500000,547.000000,554.400024,554.400024,11117689
2024-02-02,554.500000,559.000000,539.750000,544.650024,544.650024,3318354
2024-02-05,543.000000,544.799988,532.299988,533.650024,533.650024,1417520
2024-02-06,534.250000,537.400024,531.250000,532.700012,532.700012,1247440
2024-02-07,533.150024,538.450012,530.650024,537.400024,537.400024,1784199
2024-02-08,539.700012,541.000000,532.000000,533.950012,533.950012,1488521
2024-02-09,534.900024,540.000000,528.650024,539.200012,539.200012,1786915
2024-02-12,539.200012,543.750000,535.400024,536.549988,536.549988,1454041
2024-02-13,536.349976,539.900024,531.150024,538.750000,538.750000,725665
2024-02-14,533.549988,545.250000,533.250000,544.299988,544.299988,828939
2024-02-15,545.950012,547.349976,540.900024,544.200012,544.200012,1006711
2024-02-16,545.099976,547.849976,541.000000,544.500000,544.500000,839405
2024-02-19,545.000000,550.200012,540.250000,547.650024,547.650024,1353397
2024-02-20,551.200012,551.200012,543.000000,547.549988,547.549988,1057848
2024-02-21,547.599976,549.849976,544.349976,546.299988,546.299988,1636393
2024-02-22,546.500000,546.500000,538.650024,541.599976,541.599976,1264327
2024-02-23,542.099976,544.549988,534.250000,535.299988,535.299988,1160683
2024-02-26,534.150024,537.099976,526.849976,529.250000,529.250000,1180365
2024-02-27,527.900024,538.200012,526.000000,535.599976,535.599976,2954271
2024-02-28,535.349976,541.450012,531.900024,536.250000,536.250000,2697005
2024-02-29,536.299988,539.349976,532.299988,538.150024,538.150024,2453976
2024-03-01,538.150024,544.950012,538.150024,541.099976,541.099976,762406
2024-03-04,538.000000,539.700012,531.799988,537.299988,537.299988,2030164
2024-03-05,535.150024,536.799988,533.049988,534.750000,534.750000,1464768
2024-03-06,534.799988,536.000000,528.250000,531.500000,531.500000,1082367
2024-03-07,531.500000,537.750000,530.500000,535.250000,535.250000,894981
2024-03-11,535.250000,538.400024,531.599976,533.400024,533.400024,984138
2024-03-12,530.549988,532.299988,525.849976,529.000000,529.000000,1011782
2024-03-13,529.549988,531.400024,515.799988,519.950012,519.950012,2666699
2024-03-14,517.000000,530.799988,516.150024,529.650024,529.650024,2047715
2024-03-15,528.950012,530.349976,524.250000,526.549988,526.549988,1710825
2024-03-18,526.549988,526.549988,521.099976,523.599976,523.599976,1247334
2024-03-19,523.250000,530.000000,516.549988,518.349976,518.349976,2071489
2024-03-20,518.349976,521.200012,512.000000,520.200012,520.200012,925067
2024-03-21,522.250000,525.650024,518.500000,523.950012,523.950012,973386
2024-03-22,524.000000,527.349976,519.000000,520.799988,520.799988,1072318
2024-03-26,512.599976,522.250000,512.599976,521.099976,521.099976,1961179
2024-03-27,524.000000,524.400024,519.099976,521.650024,521.650024,2638465
2024-03-28,522.000000,526.000000,517.750000,523.150024,523.150024,2312982
